crop_type,month,temperature_celsius,humidity_percent,pressure_hpa,rainfall_mm,wind_speed_mps,quantity_normalized
Rice,6,23.6,82.1,1008.2,142.2,4.5,0.7716
Cotton,1,4.3,45.9,1018.5,12.0,5.5,0.0
Wheat,12,3.2,47.7,1009.1,57.1,7.4,0.0432
Cotton,9,28.8,68.4,1011.5,63.6,3.2,0.1627
Tomatoes,3,17.2,69.6,1019.2,272.1,0.0,0.0
Wheat,3,5.0,50.3,1007.4,13.1,3.7,0.0282
Sorghum,10,12.0,78.5,1009.2,45.1,4.2,0.2208
Apples,5,21.6,68.1,1015.8,73.6,0.3,0.5142
Soybeans,4,19.1,67.6,1015.3,48.7,3.4,0.0492
Oranges,10,12.3,67.3,1018.0,55.1,1.9,0.324
Grapes,1,1.3,52.9,1017.3,41.2,2.6,0.0
Dry Beans,8,29.1,80.0,1007.2,90.7,2.2,0.7474
Tomatoes,3,4.7,57.5,1014.3,51.4,5.0,0.0
Grapes,7,30.2,68.7,1008.8,184.7,3.4,0.5705
Tomatoes,9,18.3,61.2,1009.0,107.1,1.1,0.4942
Almonds,3,9.1,74.9,1015.4,19.7,5.1,0.0074
Sugar Beets,8,29.1,72.1,1002.0,61.3,1.3,0.1847
Sorghum,6,30.0,55.0,1007.8,98.3,2.8,0.2265
Hay & Forages,4,10.8,55.3,1015.8,79.3,4.6,0.0562
Peanuts,9,19.5,73.6,1007.3,77.9,0.0,0.1459
Potatoes,6,31.6,64.1,1017.5,47.2,0.8,0.1655
Cotton,5,27.8,51.1,1016.6,19.1,1.6,0.3267
Grapes,2,4.4,65.8,1005.0,28.7,3.1,0.0
Sugar Beets,10,11.9,78.3,1013.3,95.1,0.4,0.1105
Cotton,10,14.9,55.5,1010.8,85.0,0.0,0.2189
Soybeans,12,2.1,83.5,1007.5,76.7,4.8,0.0
Lettuce,8,28.2,64.4,1006.0,68.9,0.4,0.5083
Barley,3,11.4,66.0,1008.6,8.4,0.4,0.0
Grapes,7,31.1,73.0,1014.3,68.8,0.0,0.4451
Sugar Beets,11,6.2,64.0,1021.3,92.9,4.8,0.027
Lettuce,3,5.4,34.0,1017.6,73.7,5.0,0.0
Rice,4,17.1,52.7,1003.8,0.0,5.3,0.0071
Wheat,6,33.7,71.8,1021.4,69.4,1.9,0.1764
Cotton,6,28.4,72.7,1017.6,46.6,3.5,0.3133
Potatoes,12,3.5,58.4,1011.5,34.5,2.9,0.0556
Sorghum,7,34.2,72.8,1019.8,57.9,5.5,0.1522
Oranges,4,13.2,66.8,1011.8,142.0,3.5,0.4048
Sunflowers,10,16.6,62.6,1017.5,94.7,3.1,0.3519
Soybeans,5,21.9,70.9,1012.5,86.2,4.4,0.2395
Sugar Beets,12,-4.8,53.2,1015.6,30.0,2.6,0.0
Rice,12,2.4,53.9,1019.0,129.7,2.0,0.0395
Potatoes,11,2.8,64.7,1014.8,28.1,5.1,0.0
Canola,12,1.9,68.6,1003.9,33.2,4.2,0.0
Wheat,5,25.1,53.5,1002.7,50.4,4.0,0.0574
Apples,3,8.1,37.0,1017.0,9.1,1.5,0.0388
Almonds,10,14.9,67.1,1013.1,57.6,2.6,0.5188
Oranges,9,23.8,60.9,1006.2,64.5,4.7,0.3841
Cotton,10,17.4,63.3,1002.4,64.6,2.0,0.2567
Rice,2,1.1,60.2,1017.5,35.8,4.8,0.0231
Cotton,8,29.7,83.6,1012.6,110.3,2.5,0.3931
Dry Beans,9,26.2,67.8,1014.3,99.0,2.8,0.5874
Sorghum,9,21.7,67.5,1016.8,78.7,3.9,0.5558
Dry Beans,11,11.8,83.8,1012.5,53.5,1.8,0.0
Corn,6,26.1,70.4,1012.7,110.6,2.7,0.9535
Sorghum,5,27.1,59.4,1011.7,36.0,1.8,0.1347
Grapes,2,-1.7,52.0,1016.3,19.8,1.0,0.0403
Sunflowers,9,20.7,58.6,1008.3,128.7,4.4,0.4367
Potatoes,2,7.9,62.7,1012.7,47.6,4.1,0.0
Potatoes,5,21.9,72.0,1007.8,28.1,3.3,0.3331
Apples,9,21.9,82.8,1020.2,112.5,6.0,0.6874
Cotton,8,25.1,65.3,1021.4,108.3,6.3,0.4413
Almonds,8,28.3,66.2,1008.0,90.1,4.4,0.3143
Sunflowers,9,22.5,68.4,1014.7,107.0,0.1,0.6245
Sunflowers,2,-0.6,63.7,1016.0,86.7,0.0,0.0115
Grapes,6,29.4,66.2,1019.9,63.7,4.8,0.2963
Sugar Beets,10,16.1,65.1,1025.7,84.4,2.1,0.2016
Barley,5,25.8,69.3,1006.8,25.9,2.1,0.4609
Apples,9,27.4,64.6,1024.1,65.9,1.8,0.4987
Barley,2,6.1,76.6,1021.8,49.1,1.8,0.0189
Sugar Beets,11,8.4,56.3,1017.2,91.6,1.8,0.0508
Sunflowers,12,1.0,58.6,1008.7,71.4,3.5,0.0
Dry Beans,9,17.7,64.4,1009.6,112.8,1.5,0.1833
Tomatoes,5,22.1,67.4,1012.3,45.6,0.0,0.3143
Sugar Beets,4,16.0,64.1,1011.9,54.2,7.3,0.1997
Cotton,4,14.5,63.3,1015.5,191.4,4.7,0.4744
Apples,1,-2.7,78.5,1019.1,13.3,3.6,0.0
Barley,9,26.4,61.8,1012.9,121.8,7.2,0.4387
Sugar Beets,4,13.2,55.6,1014.2,58.7,3.3,0.1175
Potatoes,2,4.2,70.2,1018.2,69.2,1.3,0.0252
Cotton,2,4.4,53.1,1013.9,19.5,0.0,0.0737
Grapes,5,18.3,72.7,1018.8,77.0,3.6,0.2366
Wheat,5,22.4,71.2,1006.7,85.4,3.3,0.1656
Rice,7,26.7,75.7,1013.7,38.4,4.8,0.4209
Sorghum,3,12.1,63.9,1022.1,47.8,0.0,0.0812
Oranges,7,28.8,67.4,1013.9,122.4,0.6,0.5475
Dry Beans,7,31.9,63.5,1018.8,70.5,4.5,0.6554
Apples,4,14.9,57.7,1008.2,82.6,0.0,0.3343
Sorghum,6,28.5,83.0,1015.4,63.9,4.7,0.2604
Dry Beans,11,12.4,65.0,1016.1,51.7,1.2,0.0433
Wheat,7,35.9,80.3,1018.8,47.1,8.9,0.2035
Grapes,11,6.9,59.7,1012.6,114.8,4.6,0.069
Sorghum,2,2.9,65.0,1012.6,16.2,2.7,0.0
Soybeans,4,12.7,67.8,1014.9,9.3,2.9,0.0
Sugar Beets,9,21.3,84.0,1011.7,79.5,2.3,0.4611
Canola,10,16.1,58.2,1016.0,99.6,2.2,0.5129
Lettuce,12,1.3,54.4,1013.8,50.1,3.9,0.0
Oranges,6,23.9,74.7,1015.4,55.6,7.8,0.4017
Tomatoes,7,27.4,77.3,1011.9,119.9,3.5,0.752
Wheat,9,25.2,68.8,1015.8,136.8,1.0,0.7467
Oranges,7,32.3,69.5,1006.5,79.5,2.3,0.3191
Tomatoes,5,22.1,87.1,1018.8,37.9,1.5,0.2607
Peanuts,10,17.2,50.9,1013.1,119.1,4.1,0.1785
Hay & Forages,10,19.6,64.4,1008.2,189.0,4.2,0.5374
Potatoes,6,27.8,65.9,1012.1,74.9,0.0,0.3509
Sunflowers,9,29.4,63.2,1016.7,142.4,4.9,0.6137
Wheat,9,18.1,59.4,1017.7,124.8,1.7,0.6278
Sunflowers,12,0.0,61.3,1014.9,158.2,1.6,0.0
Rice,3,8.9,49.3,1012.1,39.1,2.3,0.054
Sorghum,3,6.5,48.2,1018.0,30.5,4.8,0.0079
Almonds,3,4.1,58.0,1012.0,33.6,3.1,0.0
Canola,3,4.9,50.3,1010.3,2.6,3.7,0.0
Corn,3,12.1,48.1,1013.0,81.4,4.2,0.0426
Lettuce,1,-1.5,60.3,1005.5,164.3,5.6,0.0
Dry Beans,8,23.3,66.1,1017.2,45.8,4.3,0.5329
Soybeans,11,3.9,62.1,1017.7,133.2,4.8,0.0
Lettuce,12,0.9,57.0,1017.6,122.5,2.9,0.0041
Almonds,11,4.4,54.2,1021.1,55.0,5.1,0.0043
Cotton,10,17.1,70.2,1005.2,49.1,2.1,0.1346
Apples,11,4.7,56.9,1018.0,50.9,3.6,0.0734
Rice,10,13.1,45.9,1003.3,76.1,0.2,0.1121
Cotton,10,15.3,82.1,1019.5,92.9,4.9,0.1616
Corn,6,22.5,62.0,1007.1,105.4,0.0,0.8359
Rice,3,12.1,41.0,1004.2,19.6,0.0,0.1164
Barley,12,1.0,67.7,1017.5,52.8,3.5,0.0372
Dry Beans,3,8.0,55.3,1011.8,52.1,3.7,0.0346
Dry Beans,4,18.4,68.1,1016.3,93.1,0.0,0.1904
Sugar Beets,3,7.0,55.2,1017.2,43.0,3.7,0.0
Cotton,8,22.4,70.5,1014.3,63.5,0.9,0.4801
Barley,1,-2.2,50.4,1016.7,143.7,0.0,0.13
Canola,1,-2.7,49.7,1015.0,34.7,4.4,0.0446
Canola,7,30.1,63.0,1015.3,31.6,3.8,0.23
Sunflowers,8,25.7,64.1,1014.2,147.7,6.3,0.5931
Potatoes,3,5.5,49.9,1011.3,0.0,3.8,0.0789
Oranges,11,3.1,57.7,1007.6,68.4,5.5,0.0246
Oranges,2,0.8,58.2,1015.4,40.9,0.0,0.0249
Sunflowers,8,25.2,72.8,1011.5,259.6,3.1,0.6504
Sorghum,5,21.3,66.2,1016.4,10.7,6.9,0.0363
Barley,4,11.2,73.1,1018.5,80.2,3.9,0.0635
Wheat,1,-3.7,46.4,1014.4,100.7,2.1,0.0
Tomatoes,2,-0.9,51.0,1006.2,7.0,5.7,0.0
Rice,3,10.7,57.8,1018.4,59.6,5.7,0.0698
Cotton,3,6.8,61.2,1012.0,33.2,2.8,0.0056
Soybeans,11,7.1,62.2,1015.0,125.1,3.4,0.021
Sorghum,1,1.6,44.8,1015.7,2.9,4.1,0.007
Cotton,5,24.4,77.8,1023.0,62.0,6.2,0.4716
Canola,8,30.0,70.7,1024.8,60.3,2.3,0.3953
Lettuce,9,21.2,65.4,1020.8,122.0,0.0,0.178
Tomatoes,1,0.8,70.0,1021.5,33.5,3.0,0.0224
Rice,12,0.7,54.6,1005.3,38.6,3.4,0.0
Soybeans,11,11.4,53.4,1025.3,110.9,2.4,0.0286
Lettuce,6,25.3,61.3,1007.9,43.2,1.1,0.5332
Corn,6,29.5,89.5,1015.2,47.2,4.6,0.3682
Dry Beans,8,30.4,62.2,1020.5,123.2,3.5,0.7332
Tomatoes,8,24.7,66.5,1016.1,140.3,2.4,0.7948
Tomatoes,10,11.1,48.7,1004.2,76.9,0.4,0.0877
Hay & Forages,3,7.6,65.7,1021.5,67.5,4.3,0.0113
Sorghum,6,28.9,65.7,1019.7,69.3,1.9,0.3107
Grapes,5,23.2,65.4,1017.2,53.0,5.1,0.2504
Tomatoes,3,10.8,67.0,1011.3,85.2,3.8,0.0
Sugar Beets,3,5.9,63.2,1012.8,58.6,2.1,0.0
Soybeans,5,23.0,51.9,1016.6,77.4,1.8,0.2582
Corn,2,0.6,45.7,1014.6,3.3,2.4,0.0
Canola,1,0.7,45.9,1007.3,4.6,2.4,0.0054
Hay & Forages,10,12.1,53.4,1010.1,60.4,2.3,0.19
Potatoes,4,13.0,67.9,1018.7,95.2,3.9,0.2319
Hay & Forages,11,9.7,64.5,1000.3,118.2,3.3,0.0
Peanuts,9,24.4,79.4,1007.0,128.7,5.9,0.4461
Dry Beans,7,39.5,81.3,1014.0,32.3,1.6,0.1486
Grapes,8,26.1,68.0,1011.7,91.5,0.1,0.805
Dry Beans,11,5.8,49.9,1014.2,173.4,1.3,0.0072
Potatoes,9,26.4,80.1,1012.0,83.4,3.7,0.4599
Oranges,8,23.6,72.9,1010.0,60.8,4.1,0.3793
Sugar Beets,8,26.1,82.7,1015.7,123.3,2.1,0.3836
Soybeans,11,3.2,62.0,1012.7,84.7,3.1,0.0047
Canola,7,33.0,84.9,1006.3,79.9,3.4,0.1111
Sorghum,10,15.8,65.4,1007.5,158.0,0.0,0.4238
Canola,3,12.3,68.5,1006.7,26.3,0.8,0.0403
Apples,5,25.9,85.3,1007.1,48.0,1.5,0.4975
Hay & Forages,8,29.9,77.9,1014.1,84.4,1.5,0.4832
Almonds,2,3.6,71.1,1015.0,84.3,3.3,0.0
Soybeans,11,10.2,55.7,1001.1,72.2,2.2,0.0
Sugar Beets,5,26.5,43.0,1014.1,31.1,2.7,0.187
Lettuce,4,12.6,73.6,1011.4,58.2,1.9,0.0144
Grapes,9,21.9,66.3,1009.3,125.1,5.2,0.7694
Oranges,4,11.6,70.9,1012.4,78.3,0.0,0.3069
Hay & Forages,2,8.0,42.8,1013.0,38.5,3.2,0.0126
Sorghum,10,18.6,46.5,1005.0,89.3,2.4,0.4802
Potatoes,4,17.5,60.3,1009.4,54.9,3.8,0.3337
Sorghum,11,5.5,62.1,1016.4,6.4,2.7,0.0262
Corn,10,12.2,59.3,1009.6,69.5,7.0,0.0
Hay & Forages,12,-2.8,66.9,1005.4,54.9,4.7,0.0
Dry Beans,2,0.7,37.3,1005.9,49.8,0.5,0.0252
Almonds,5,20.9,65.3,1007.3,82.9,2.6,0.2093
Sunflowers,7,26.0,57.1,1024.4,60.9,3.8,0.5955
Hay & Forages,10,15.3,73.7,1018.3,128.2,2.8,0.4364
Sunflowers,4,15.6,65.6,1008.2,13.9,2.2,0.0737
Wheat,12,5.9,51.5,1019.5,170.0,7.2,0.0188
Sunflowers,1,1.6,48.8,1006.3,43.0,2.3,0.0033
Cotton,7,33.5,70.5,1017.2,19.8,6.0,0.1503
Almonds,12,0.4,64.4,1009.9,85.6,2.4,0.0564
Hay & Forages,4,14.5,70.7,1020.1,135.5,1.3,0.0129
Dry Beans,9,25.7,69.7,1015.2,52.5,5.8,0.2947
Almonds,10,12.7,53.3,1010.7,67.2,1.4,0.4521
Sugar Beets,6,27.5,68.6,1007.4,60.5,4.4,0.2144
Potatoes,6,28.1,63.0,1019.7,45.9,2.4,0.434
Almonds,12,-1.0,64.2,1014.8,93.7,3.2,0.0231
Sunflowers,11,4.4,60.7,1010.6,113.4,5.8,0.089
Oranges,12,0.4,42.2,1011.3,29.8,2.7,0.0
Corn,5,20.5,55.5,1003.3,26.4,1.3,0.3033
Sugar Beets,6,31.6,73.7,1014.2,126.9,3.0,0.1887
Wheat,6,25.5,65.4,1026.5,87.7,2.7,0.3871
Apples,3,4.5,45.7,1013.9,56.0,5.1,0.0
Grapes,6,26.4,89.7,1008.8,86.4,5.5,0.6026
Corn,12,1.5,44.8,1023.6,85.2,1.4,0.0415
Sugar Beets,7,26.6,75.8,1011.2,118.0,2.1,0.5261
Dry Beans,9,24.9,89.2,1020.7,130.9,0.2,0.5752
Corn,12,2.0,48.9,1012.2,58.3,4.8,0.0
Tomatoes,3,6.3,66.3,1007.8,105.9,3.4,0.0338
Almonds,7,30.7,71.8,1019.4,98.1,3.9,0.2653
Corn,11,8.9,72.5,1013.1,40.3,3.4,0.0297
Hay & Forages,1,-0.5,40.3,1004.5,19.6,3.8,0.0117
Peanuts,1,-3.3,62.6,1018.3,29.3,2.7,0.0
Oranges,7,28.9,52.4,1014.0,79.1,5.6,0.329
Almonds,5,17.1,62.5,1009.1,116.1,0.0,0.2308
Wheat,7,30.0,71.6,1013.4,122.4,0.5,0.4927
Corn,7,29.7,70.2,1015.1,70.6,4.4,0.5275
Dry Beans,2,2.1,46.0,1012.2,12.0,4.5,0.0
Oranges,4,13.4,65.5,998.8,82.9,4.9,0.3152
Almonds,6,32.0,82.7,1012.3,85.0,3.4,0.0781
Potatoes,10,12.8,53.8,1011.6,84.1,0.6,0.1808
Barley,6,30.5,85.6,1015.8,141.0,1.4,0.6677
Rice,6,30.2,84.4,1018.7,155.2,1.6,0.408
Sunflowers,5,24.7,74.6,1011.9,65.8,0.0,0.3916
Sunflowers,2,1.7,59.5,1013.3,34.8,0.8,0.0211
Potatoes,8,31.2,79.4,1017.9,69.0,2.3,0.172
Lettuce,1,1.9,56.5,1012.8,88.9,0.0,0.0602
Barley,5,19.3,78.8,1028.0,57.1,3.1,0.1967
Sunflowers,3,3.5,44.4,1013.6,85.1,0.0,0.0402
Rice,5,23.2,70.0,1011.7,64.4,5.4,0.6376
Soybeans,3,1.5,60.6,1011.9,10.6,3.9,0.0487
Corn,2,0.6,53.6,1005.3,158.0,0.9,0.0422
Potatoes,2,2.3,60.7,1009.2,56.1,1.7,0.0
Sunflowers,11,6.8,52.3,1011.1,82.4,3.5,0.085
Canola,10,14.8,66.8,1012.7,248.2,2.6,0.2887
Dry Beans,8,27.3,78.3,1013.6,72.3,2.9,0.7407
Cotton,9,25.6,73.1,1007.7,81.9,6.3,0.2046
Rice,5,19.7,75.2,1017.1,107.8,2.6,0.7532
Almonds,8,30.1,58.7,1005.9,64.7,5.9,0.2843
Corn,11,5.0,65.8,1006.6,74.1,0.0,0.0
Sugar Beets,8,27.7,73.8,1004.0,122.1,2.0,0.3939
Sugar Beets,6,25.3,75.3,1019.2,43.3,2.3,0.3512
Barley,6,30.5,61.0,1012.8,75.8,3.1,0.5435
Corn,3,9.2,69.4,1012.9,83.9,3.7,0.0
Grapes,11,5.1,51.5,1009.5,87.8,0.0,0.0
Oranges,4,15.8,44.3,1012.6,38.8,2.0,0.1795
Cotton,5,25.4,83.8,1001.6,215.9,2.2,0.6306
Corn,12,-0.5,46.0,1011.8,117.9,1.1,0.0428
Tomatoes,3,11.2,65.8,1006.6,49.1,1.2,0.0
Wheat,7,30.0,56.6,1011.9,100.8,3.8,0.5127
Corn,11,4.6,57.8,1020.5,126.1,4.1,0.0387
Almonds,10,16.1,62.2,1007.6,112.7,1.6,0.7674
Dry Beans,6,26.4,80.3,1015.8,110.2,2.5,0.8828
Barley,5,23.6,58.1,1006.0,42.1,2.9,0.4296
Canola,4,13.6,75.2,1012.2,31.8,5.5,0.125
Hay & Forages,9,21.4,66.8,1015.5,106.9,2.7,0.7002
Hay & Forages,11,3.9,49.0,1010.7,61.9,2.9,0.0157
Canola,7,27.6,61.5,1013.4,77.3,3.5,0.6086
Peanuts,7,23.3,86.6,1010.4,51.2,2.6,0.4639
Peanuts,6,29.0,76.1,1006.6,71.0,3.7,0.5436
Rice,12,3.6,61.2,1008.1,97.9,5.9,0.0
Oranges,8,29.1,71.6,1018.0,130.4,3.3,0.4689
Rice,4,8.6,77.5,1012.1,75.6,1.2,0.12
Apples,11,4.4,52.6,1017.1,24.3,0.0,0.0459
Tomatoes,6,24.1,64.5,1004.9,99.6,2.6,0.5318
Apples,7,26.3,73.5,1011.4,94.1,1.3,0.7221
Oranges,2,7.1,65.0,1013.9,64.3,3.5,0.0069
Cotton,12,6.6,48.0,1003.3,80.0,0.9,0.0
Hay & Forages,12,0.5,49.4,1012.5,157.1,4.1,0.0
Rice,9,26.0,73.8,1007.4,99.9,3.5,0.4509
Sorghum,7,25.0,65.0,1000.0,224.0,6.2,0.7327
Corn,2,7.2,48.3,1007.8,11.0,2.1,0.0917
Potatoes,10,16.3,80.2,1013.7,81.9,1.6,0.3686
Sunflowers,11,7.7,65.2,1016.7,30.4,2.6,0.0588
Apples,4,18.6,57.9,1014.5,14.1,4.3,0.1241
Potatoes,4,19.5,75.0,1013.3,0.0,3.7,0.0
Peanuts,5,20.1,89.0,1015.8,71.0,4.6,0.1322
Peanuts,4,17.0,50.9,1013.3,64.1,5.7,0.182
Corn,5,24.3,92.4,1012.8,73.7,6.2,0.5508
Lettuce,9,25.2,70.0,1016.7,67.7,2.4,0.3089
Sunflowers,8,30.4,90.2,1018.2,70.7,2.2,0.8362
Corn,3,6.9,63.0,1024.7,0.0,3.5,0.0
Sunflowers,3,5.7,63.2,1016.6,26.6,7.6,0.0798
Soybeans,3,12.4,53.7,1011.1,76.0,2.7,0.0785
Sunflowers,7,33.0,63.9,1013.4,176.3,2.0,0.7002
Peanuts,10,13.0,63.4,1013.2,97.5,1.3,0.0904
Tomatoes,6,31.3,70.0,1018.4,79.8,0.0,0.5015
Wheat,5,21.3,80.6,1019.5,46.7,4.6,0.1854
Oranges,11,10.3,63.0,1003.0,118.3,3.5,0.1903
Lettuce,5,20.0,70.5,1022.0,25.8,5.2,0.136
Apples,9,22.2,84.1,1016.8,147.2,2.8,0.7983
Sunflowers,8,22.5,62.1,1006.7,61.9,2.2,0.5297
Potatoes,6,22.3,65.6,1003.8,48.8,5.5,0.4049
Potatoes,7,26.3,69.3,1008.1,75.3,1.2,0.6279
Grapes,11,11.3,48.9,1015.5,53.8,2.7,0.0814
Wheat,12,-0.5,48.7,1018.3,45.1,1.6,0.0729
Oranges,5,20.8,86.8,1011.4,32.5,6.0,0.2672
Soybeans,2,2.9,49.0,1014.3,47.1,5.8,0.0709
Dry Beans,6,26.0,56.2,1018.8,63.7,4.9,0.5847
Hay & Forages,4,15.1,56.8,1008.1,28.6,0.9,0.019
Almonds,7,26.7,68.8,1012.4,38.2,0.2,0.2531
Lettuce,9,23.3,74.6,1008.1,63.0,2.0,0.3192
Barley,4,18.9,78.9,1017.0,8.4,2.8,0.0495
Canola,4,13.5,74.9,1015.4,7.1,1.3,0.0268
Rice,4,13.3,49.8,1008.0,2.9,4.5,0.0
Rice,7,31.3,80.3,1016.1,47.1,1.3,0.2391
Cotton,3,7.1,51.4,1013.9,56.4,0.4,0.1356
Barley,10,15.4,65.3,1013.7,65.2,3.0,0.0
Oranges,9,30.0,80.6,1016.0,127.6,3.5,0.2545
Tomatoes,9,19.4,78.0,1021.8,72.3,3.4,0.4944
Sunflowers,5,22.2,73.5,1016.3,30.0,0.8,0.2134
Cotton,4,11.3,58.8,1011.2,169.0,0.3,0.3638
Barley,2,-2.3,53.6,1014.3,46.3,2.8,0.0
Grapes,4,20.1,68.8,1011.2,32.7,4.3,0.0943
Wheat,3,7.2,54.7,1000.5,28.1,3.1,0.0
Potatoes,6,27.9,84.2,1014.1,87.6,2.0,0.4207
Cotton,2,4.9,55.5,1012.8,58.5,0.3,0.0144
Potatoes,12,6.6,58.0,1009.5,94.3,3.2,0.0
Rice,6,30.4,79.7,1007.3,92.2,3.9,0.4145
Tomatoes,10,12.7,63.7,1015.7,117.0,0.5,0.1696
Rice,7,29.8,58.8,1011.3,53.9,4.8,0.3098
Soybeans,3,7.5,59.2,1018.8,11.1,3.9,0.0468
Peanuts,7,27.4,75.8,1018.5,108.3,5.1,0.7137
Peanuts,11,9.5,76.1,1011.0,20.4,4.6,0.0079
Oranges,8,23.8,76.6,1010.2,88.6,4.8,0.5305
Wheat,4,16.4,80.0,1009.0,0.0,1.4,0.0
Corn,10,10.6,63.6,1009.9,73.9,0.0,0.0289
Almonds,10,12.8,44.6,1010.3,105.4,0.5,0.4516
Wheat,11,6.8,61.4,1013.2,70.6,0.5,0.0162
Apples,5,18.1,56.8,1020.8,156.4,5.5,0.4856
Barley,6,22.4,83.0,1014.4,321.5,4.1,0.5596
Sunflowers,9,24.1,68.7,1011.8,168.8,2.9,0.587
Cotton,9,18.5,71.7,1016.7,69.7,7.2,0.3481
Potatoes,9,21.9,79.5,1017.1,85.5,4.6,0.5864
Grapes,8,31.4,72.2,1019.9,69.9,0.0,0.4826
Grapes,12,2.0,70.9,1018.1,76.1,0.6,0.0
Tomatoes,10,12.4,50.2,1003.9,102.7,0.9,0.1099
Sunflowers,11,6.3,53.2,1004.8,103.5,6.4,0.0
Sunflowers,9,26.6,65.9,1012.4,91.4,2.2,0.8961
Sorghum,3,7.0,59.2,1019.9,26.1,3.5,0.0
Peanuts,9,24.7,72.9,1014.4,91.7,1.1,0.4472
Dry Beans,2,5.6,74.3,1015.7,2.1,2.9,0.0084
Almonds,7,34.5,94.2,1005.1,89.5,0.0,0.1504
Lettuce,11,0.1,52.5,1019.7,79.6,1.8,0.0793
Almonds,12,1.7,46.2,1018.6,36.2,2.0,0.0623
Sunflowers,10,6.6,67.8,1007.3,141.7,3.7,0.0934
Apples,7,30.9,73.5,1012.9,43.1,2.3,0.4231
Sorghum,11,10.8,59.9,1014.8,74.6,6.6,0.1223
Sugar Beets,5,26.4,61.6,1011.6,46.0,3.0,0.2007
Wheat,7,33.0,85.9,1010.8,91.0,5.5,0.3029
Lettuce,9,27.1,41.5,1011.9,80.0,0.9,0.3968
Grapes,5,25.9,59.2,1024.1,43.6,3.6,0.2452
Tomatoes,7,27.5,60.3,1015.6,103.6,1.8,0.8979
Dry Beans,7,32.1,66.3,1016.8,104.4,2.5,0.79
Sunflowers,11,9.8,58.5,1021.7,26.1,0.0,0.0
Sunflowers,3,8.5,54.9,1007.3,21.3,4.7,0.0315
Apples,8,30.4,64.5,1014.3,98.0,3.8,0.5956
Soybeans,10,18.0,54.3,1016.5,95.9,2.9,0.0
Lettuce,9,20.9,61.9,1014.5,90.4,4.3,0.0724
Sunflowers,2,2.1,58.2,1016.4,3.0,2.1,0.0
Barley,5,22.6,66.3,1012.6,28.2,2.7,0.4209
Hay & Forages,9,22.0,62.0,1007.0,87.3,4.7,0.5654
Potatoes,8,29.5,64.7,1015.2,53.2,4.5,0.279
Cotton,11,8.8,67.1,1014.5,244.9,2.9,0.0306
Oranges,6,26.2,73.9,1021.1,115.4,6.5,0.5089
Sunflowers,9,22.5,63.9,1012.5,72.3,3.7,0.5266
Rice,12,4.9,40.6,1015.4,40.5,6.3,0.0
Peanuts,8,31.6,76.8,1012.0,146.3,3.0,0.7186
Almonds,2,6.8,55.0,1005.0,33.3,0.0,0.1488
Sunflowers,8,29.2,77.0,1018.5,70.0,4.0,0.7856
Corn,1,0.5,53.5,1012.6,71.7,4.3,0.0
Barley,3,8.4,61.3,1024.3,43.8,7.0,0.0
Almonds,7,30.7,77.2,1008.9,17.7,6.3,0.0
Sunflowers,2,1.7,53.2,1009.8,86.0,6.2,0.0078
Lettuce,10,11.5,65.4,1004.9,99.1,1.0,0.0
Grapes,8,25.4,81.5,1009.0,97.9,0.5,0.8393
Dry Beans,8,31.8,73.0,1007.3,74.0,0.0,0.5227
Wheat,9,24.5,77.4,1012.9,73.0,2.9,0.8938
Dry Beans,10,13.0,70.3,1010.5,79.6,0.8,0.0
Rice,8,27.3,76.0,1011.5,96.0,0.0,0.48
Almonds,3,6.4,59.5,1015.1,7.5,0.7,0.0271
Oranges,5,24.7,74.5,1011.6,11.0,4.4,0.133
Oranges,2,3.2,57.9,1010.8,78.1,1.2,0.0194
Sunflowers,2,-2.5,61.6,1007.7,17.6,5.0,0.0222
Dry Beans,5,23.3,72.2,1007.5,27.8,3.5,0.3382
Potatoes,1,-2.5,62.9,1008.4,40.6,4.6,0.0818
Potatoes,3,6.7,85.2,1015.1,116.0,1.6,0.0643
Rice,8,28.9,65.0,1013.1,148.1,6.7,0.3282
Dry Beans,3,5.6,64.7,1008.2,10.2,5.3,0.0543
Tomatoes,4,14.7,62.1,1013.7,16.5,6.0,0.1431
Peanuts,4,20.3,74.4,1009.2,2.2,3.8,0.01
Wheat,12,-1.1,82.1,1014.1,93.2,2.4,0.022
Cotton,3,7.4,56.3,1004.7,35.0,4.7,0.1696
Cotton,1,0.5,54.1,1003.4,89.9,3.7,0.0237
Tomatoes,4,16.8,70.4,1020.9,0.0,4.5,0.0505
Hay & Forages,6,26.5,59.1,1017.0,58.2,0.3,0.2752
Wheat,11,9.2,52.0,1005.2,78.2,6.1,0.0341
Rice,10,12.9,70.2,1018.1,205.1,1.7,0.0489
Cotton,7,30.4,74.8,1018.5,90.8,3.5,0.487
Sunflowers,7,27.7,88.3,1012.9,191.7,5.0,0.6211
Dry Beans,7,27.8,73.9,1012.6,125.0,0.0,0.9276
Dry Beans,7,33.2,85.3,1010.1,57.2,6.0,0.4603
Hay & Forages,1,0.6,59.3,1009.9,12.1,4.9,0.1119
Cotton,2,-0.5,68.3,1008.8,156.8,4.5,0.0
Peanuts,9,24.3,73.1,1012.4,47.3,2.4,0.3486
Hay & Forages,9,20.1,69.1,1007.8,138.3,4.4,0.6812
Corn,7,25.7,78.8,1015.2,53.4,1.5,0.6501
